Release Date,Movie Title,Production Budget,Domestic Gross,Worldwide Gross
12/17/1976,King Kong,23000000,52614445,90614445
10/7/2011,The Ides of March,23000000,40962534,77735925
2/18/2000,Pitch Black,23000000,39235088,53182088
10/5/2018,The Hate U Give,23000000,29719483,35067665
3/30/2001,Someone Like You,23000000,27338033,38684906
1/10/2014,Her,23000000,25568251,48043998
10/5/2001,Joy Ride,23000000,21973182,22204890
1/12/2012,Kari gurashi no Arietti,23000000,19192510,151496097
1/20/2012,Haywire,23000000,18942396,36374700
11/12/1999,Anywhere But Here,23000000,18653615,18653615
9/1/2004,Vanity Fair,23000000,16123851,19123851
2/26/2016,Eddie the Eagle,23000000,15789389,45060480
7/17/1987,Jaws 4: The Revenge,23000000,15728335,15728335
1/15/2021,The Marksman,23000000,15566093,21197274
3/5/2020,The Way Back,23000000,13590514,14563409
8/25/2000,The Crew,23000000,13019253,13019253
12/20/1996,Marvin's Room,23000000,12803305,12803305
1/9/2004,Chasing Liberty,23000000,12189514,12291975
8/22/2008,The Longshots,23000000,11511323,11778396
12/3/1999,The End of the Affair,23000000,10660147,10660147
8/23/1991,Harley Davidson and the Marlboro Man,23000000,7018525,7018525
9/14/2007,In the Valley of Elah,23000000,6777741,24489150
9/25/2009,Coco avant Chanel,23000000,6113834,50813834
6/26/2009,Chéri,23000000,2715657,2715657
6/28/2013,Redemption,23000000,36686,13593473
4/25/2008,Rogue,23000000,10452,4673377
4/27/2017,Chāi dàn zhuānjiā,23000000,0,58807172
1/21/2010,Shi Yue Wei Cheng,23000000,0,44195779
6/24/1987,Spaceballs,22700000,38119483,38119483
6/22/2007,1408,22500000,71985628,131263370
11/4/2016,Nocturnal Animals,22500000,10663357,32398681
12/26/2014,The Water Diviner,22500000,4200117,31054727
7/13/1990,Ghost,22000000,217631306,517600000
7/15/1998,There's Something About Mary,22000000,176484651,369884651
11/11/1994,The Santa Clause,22000000,145539357,190506000
9/6/2018,The Nun,22000000,117450119,363391647
9/28/2007,The Game Plan,22000000,90648202,146590987
3/29/2002,The Rookie,22000000,75600072,80491516
6/2/1995,The Bridges of Madison County,22000000,71516617,175516617
2/28/2014,Son of God,22000000,59700064,70949793
6/1/2001,The Animal,22000000,55762229,55762229
8/8/2014,The Hundred-Foot Journey,22000000,54235441,94270488
12/8/1982,Gandhi,22000000,52767889,127767889
9/19/2003,Underworld,22000000,51970690,95708457
7/28/1995,The Net,22000000,50621733,110521733
8/3/2012,Diary of a Wimpy Kid: Dog Days,22000000,49008662,77229695
12/28/2001,I Am Sam,22000000,40270895,92542418
12/27/2019,The Gentlemen,22000000,36471796,113876604
11/11/2005,Derailed,22000000,36020063,57520063
9/18/2009,The Informant!,22000000,33316821,41771168
11/21/2013,Delivery Man,22000000,30659817,55616322
2/5/2016,Hail Caesar!,22000000,30080225,64220196
8/24/2001,Jay and Silent Bob Strike Back,22000000,30059386,33762400
12/29/1993,Shadowlands,22000000,25842377,25842377
8/27/2008,Traitor,22000000,23530831,27882226
8/12/2005,Deuce Bigalow: European Gigolo,22000000,22400154,45273464
5/19/2017,Diary of a Wimpy Kid: The Long Haul,22000000,20738724,35609577
1/18/2008,Mad Money,22000000,20668843,25044057
11/27/2013,Homefront,22000000,20158492,51695362
9/19/2008,Igor,22000000,19528602,31013349
2/9/2001,Saving Silverman,22000000,19351569,25873142
7/2/1999,Summer of Sam,22000000,19288130,19288130
9/14/2001,The Glass House,22000000,17951431,22861785
9/2/2015,The Transporter Refueled,22000000,16029670,69698495
6/13/1980,The Island,22000000,15716828,15716828
4/11/2001,Josie and the Pussycats,22000000,14252830,14307223
8/22/2012,Hit & Run,22000000,13749300,17216955
10/13/2000,The Little Vampire,22000000,13555988,13560782
10/1/2004,I Heart Huckabees,22000000,12784713,20034713
11/17/2017,Roman J. Israel Esq.,22000000,11962712,12967012
12/4/2013,Out of the Furnace,22000000,11330849,15434375
11/5/1993,RoboCop 3,22000000,10696210,10696210
8/27/1999,Dudley Do-Right,22000000,9818792,9818792
12/8/2017,Just Getting Started,22000000,6069605,6756412
9/21/2001,Megiddo: Omega Code 2,22000000,6047691,6047691
6/24/2070,Darling Lili,22000000,5000000,5000000
11/23/2005,The Libertine,22000000,4835065,9448623
4/6/2007,Zwartboek,22000000,4398532,27238354
10/31/2014,Before I Go to Sleep,22000000,3242457,19563579
10/8/2010,Stone,22000000,1810078,4065020
3/3/2006,Joyeux Noël,22000000,1054361,23134075
7/18/2013,Metegol,22000000,0,34061097
6/24/1977,Sorcerer,21600000,12000000,12006010
7/27/2007,Molière,21600000,635733,791154
10/5/2007,Michael Clayton,21500000,49033882,92987651
7/9/1999,Arlington Road,21500000,24419219,24419219
12/20/1996,My Fellow Americans,21500000,22331846,22331846
4/20/2012,To Rome with Love,21500000,16684352,74290305
11/16/2012,Silver Linings Playbook,21000000,132092958,236412453
3/29/2018,Blockers,21000000,60311495,94523781
4/5/2019,Pet Sematary,21000000,54724696,111809732
6/30/1999,South Park: Bigger Longer & Uncut,21000000,52037603,52037603
6/18/1982,Firefox,21000000,45785720,45785720
4/16/2010,Death at a Funeral,21000000,42739347,48977233
3/19/1993,Teenage Mutant Ninja Turtles III,21000000,42273609,42273609
9/14/2001,Hardball,21000000,40222729,43728560
11/5/2010,For Colored Girls,21000000,37729698,38017873
1/5/2007,Freedom Writers,21000000,36605602,43632609
5/8/2019,The Hustle,21000000,35417038,97409779
8/4/2017,Kidnap,21000000,30718107,34836080
10/11/2002,The Transporter,21000000,25296447,43928932
3/14/2008,Never Back Down,21000000,24850922,39319801
12/9/2011,Tinker Tailor Soldier Spy,21000000,24149393,81428388
9/13/2017,Victoria and Abdul,21000000,22245070,68271146
11/5/1999,The Bachelor,21000000,21731001,36882378
3/12/1999,The Rage: Carrie 2,21000000,17760244,17760244
8/1/2008,Swing Vote,21000000,16289867,17589867
6/5/2009,Away We Go,21000000,9451946,10108016
9/27/2002,Moonlight Mile,21000000,6830957,6830957
5/6/2011,The Beaver,21000000,970816,5046038
2/24/2017,Bitter Harvest,21000000,557241,606162
10/22/1999,Molly,21000000,17396,17396
3/15/2015,Robot Overlords,21000000,0,991329
2/1/2019,Velvet Buzzsaw,21000000,0,0
9/12/2019,Hustlers,20700000,104963598,150472713
4/23/1999,eXistenZ,20700000,2840417,2840417
7/23/1982,The Best Little Whorehouse in Texas,20500000,69701637,69701637
8/11/2006,Pulse,20500000,20264436,30241435
6/12/1981,Raiders of the Lost Ark,20000000,225686079,367452079
11/13/1991,Beauty and the Beast,20000000,206333165,438656843
3/20/2019,Us,20000000,175084580,256091919
11/20/1992,Home Alone 2: Lost in New York,20000000,173585516,358994850
11/16/1977,Close Encounters of the Third Kind,20000000,169100479,340800479
5/20/1987,Beverly Hills Cop II,20000000,153665036,276665036
11/30/2016,La La Land,20000000,151101803,444535865
7/18/2013,The Conjuring,20000000,137400141,317744402
3/7/2003,Bringing Down the House,20000000,132675402,164675402
10/17/2017,Wonder,20000000,132422809,311940097
2/14/1991,The Silence of the Lambs,20000000,130726716,275726716
2/14/1992,Wayne's World,20000000,121697323,183097323
10/15/2010,Jackass 3D,20000000,117229692,171685793
7/29/2016,Bad Moms,20000000,113257297,180485601
1/17/2019,Glass,20000000,111048468,246999039
6/16/1978,Jaws 2,20000000,102922376,208900376
10/3/2008,Beverly Hills Chihuahua,20000000,94514402,154218168
10/14/2021,Halloween Kills,20000000,91991205,130872938
7/2/2014,Tammy,20000000,84525432,96407655
8/14/2019,Good Boys,20000000,83140306,111173598
1/21/2005,Are We There Yet?,20000000,82674398,98114471
11/16/2011,The Descendants,20000000,82624961,175507800
10/3/2003,School of Rock,20000000,81261177,131944672
4/13/2007,Disturbia,20000000,80818974,118537627
7/29/1988,Cocktail,20000000,78222753,78222753
7/16/1993,Free Willy,20000000,77698625,153698625
2/27/2019,Tyler Perry’s A Madea Family Funeral,20000000,73257045,74781999
10/21/2016,Tyler Perry’s Boo! A Madea Halloween,20000000,73206343,73206343
8/18/1995,Mortal Kombat,20000000,70433227,122133227
6/23/2004,White Chicks,20000000,69148997,111448997
4/24/2009,Obsessed,20000000,68261644,73964713
4/18/2003,Holes,20000000,67383924,71232214
6/29/2012,Tyler Perry's Madea's Witness Protection,20000000,65653242,66950887
3/31/2010,The Last Song,20000000,62950384,92678948
4/2/2010,Why Did I Get Married Too?,20000000,60095852,60831067
10/23/1998,La vita è bella,20000000,57598247,229375361
3/3/2017,The Shack,20000000,57386418,96908458
10/18/2013,12 Years a Slave,20000000,56671993,180765061
12/13/2002,Drumline,20000000,56398162,56398875
6/1/2016,Me Before You,20000000,56245075,208064908
2/8/2019,What Men Want,20000000,54611903,69911903
4/15/2016,Barbershop: The Next Cut,20000000,54030051,54404202
12/7/1990,Edward Scissorhands,20000000,53976987,53980220
9/12/2018,A Simple Favor,20000000,53548586,97628717
1/9/2015,Selma,20000000,52076908,66776576
8/11/1995,A Walk in the Clouds,20000000,50008143,50008143
12/12/1980,Popeye,20000000,49823037,49823037
2/17/2006,Date Movie,20000000,48548426,85146165
2/15/2002,Peter Pan: Return to Neverland,20000000,48430258,109862682
2/14/2003,The Jungle Book 2,20000000,47901582,139924202
3/16/2007,Premonition,20000000,47852604,84146832
10/20/2017,Tyler Perry’s Boo 2! A Madea Halloween,20000000,47319572,47879572
2/4/2005,Boogeyman,20000000,46752382,67192859
2/11/2000,The Tigger Movie,20000000,45542421,96147688
11/6/2015,Spotlight,20000000,45055776,91902438
11/27/2019,Queen & Slim,20000000,43808310,47936399
3/29/2018,Acrimony,20000000,43549096,46627836
6/25/2015,Max,20000000,42656255,43658157
3/21/2008,Meet the Browns,20000000,41975388,41975388
7/24/2009,Orphan,20000000,41596251,78769428
11/15/2017,The Star,20000000,40847995,62706947
1/26/2007,Epic Movie,20000000,39739367,86858578
9/19/2008,Lakeview Terrace,20000000,39263506,44821299
10/13/2006,The Grudge 2,20000000,39143839,70743839
7/27/2016,Nerve,20000000,38583626,85583945
5/14/1982,Conan the Barbarian,20000000,38264085,79114085
8/14/1998,How Stella Got Her Groove Back,20000000,37672944,37672944
7/19/1991,Bill & Ted's Bogus Journey,20000000,37537675,37540024
10/13/2006,Man of the Year,20000000,37442180,41342180
2/18/2016,Risen,20000000,36880033,46244066
8/18/2010,Vampires Suck,20000000,36661504,81424988
12/21/1979,The Black Hole,20000000,35841901,35841901
9/1/2010,The American,20000000,35606376,67950723
3/21/1997,Selena,20000000,35450113,35450113
11/4/2011,A Very Harold & Kumar 3D Christmas,20000000,35061031,36265745
3/19/2004,Eternal Sunshine of the Spotless Mind,20000000,34366518,72401378
1/4/2013,Texas Chainsaw 3D,20000000,34341945,47666013
10/27/2006,Babel,20000000,34302837,132121212
9/19/2014,This is Where I Leave You,20000000,34296320,41296320
12/12/2008,Doubt,20000000,33446470,53191101
10/15/2004,Team America: World Police,20000000,32774834,50948811
10/27/1995,Copycat,20000000,32051917,32051917
4/11/2013,Scary Movie V,20000000,32015787,78613981
3/12/2010,She's Out of My League,20000000,32010860,48680977
11/26/2008,Milk,20000000,31841299,57293371
10/15/2069,Paint Your Wagon,20000000,31678778,31678778
8/31/2011,The Debt,20000000,31177548,46604054
10/25/2002,Ghost Ship,20000000,30113491,68349884
1/8/2010,Daybreakers,20000000,30101577,51445503
3/7/2008,The Bank Job,20000000,30060660,66143005
3/20/1998,Wild Things,20000000,29795299,55576699
10/16/2009,The Stepfather,20000000,29062561,29227561
3/31/2000,High Fidelity,20000000,27277055,47881663
4/28/2006,Stick It,20000000,26910736,30399714
1/4/2008,One Missed Call,20000000,26890041,44513466
1/12/1996,Eye for an Eye,20000000,26792700,26792700
4/11/2008,Street Kings,20000000,26418667,65457811
7/19/2013,The World's End,20000000,26004851,47124638
1/19/1996,From Dusk Till Dawn,20000000,25728961,25736162
9/24/2010,You Again,20000000,25702053,32838945
6/15/2007,Nancy Drew,20000000,25584685,30703845
9/17/2010,Alpha and Omega 3D,20000000,25107267,48958353
11/23/2018,On the Basis of Sex,20000000,24704837,38837336
2/14/2014,Endless Love,20000000,23438250,34718173
9/8/2006,The Covenant,20000000,23364784,38164784
5/12/2021,Spiral,20000000,23216862,39522047
7/1/2011,Monte Carlo,20000000,23186769,39686769
3/24/2006,Stay Alive,20000000,23086480,23187506
10/7/2005,2 For the Money,20000000,22991379,30491379
6/14/2017,Rough Night,20000000,22105643,46844357
12/4/1998,Psycho,20000000,21541218,37226218
10/19/1990,Quigley Down Under,20000000,21413105,21413105
9/27/1995,To Die For,20000000,21284514,27688744
8/21/2009,Shorts,20000000,20919166,29870801
10/30/1998,Vampires,20000000,20268825,20268825
9/19/2008,Appaloosa,20000000,20211394,27911453
11/12/2015,Secret in Their Eyes,20000000,20180155,32608019
8/13/2004,Yu-Gi-Oh,20000000,19762690,28715003
3/23/2007,Reign Over Me,20000000,19661987,20081987
9/19/2008,My Best Friend's Girl,20000000,19219250,34787111
5/11/2007,Georgia Rule,20000000,18882880,20819601
7/31/1981,Under the Rainbow,20000000,18826490,18826490
4/12/1985,Ladyhawke,20000000,18400000,18400000
9/21/2007,Into the Wild,20000000,18354356,56822960
9/11/1998,Simon Birch,20000000,18253415,18310591
2/11/2005,Pooh's Heffalump Movie,20000000,18098433,55686944
9/29/2006,School for Scoundrels,20000000,17807569,17807569
8/29/2018,Operation Finale,20000000,17612099,17612099
10/26/2012,Silent Hill: Revelation 3D,20000000,17530219,55975672
11/3/1995,Home for the Holidays,20000000,17468887,22119269
3/24/2017,The Zookeeper’s Wife,20000000,17445186,26308749
2/20/2009,Fired Up,20000000,17231291,18608570
9/14/2004,Kung Fu Hustle,20000000,17104669,102034104
7/26/2002,The Country Bears,20000000,16988996,16988996
9/27/2017,Flatliners,20000000,16883115,45173738
3/16/2007,Dead Silence,20000000,16574590,20614661
11/21/2003,21 Grams,20000000,16248701,59667625
12/4/2009,Armored,20000000,15988876,23661038
12/14/2007,The Kite Runner,20000000,15800078,74180745
9/3/2004,Paparazzi,20000000,15712072,16612072
1/17/2003,A Guy Thing,20000000,15543862,17430594
2/15/2065,The Greatest Story Ever Told,20000000,15473333,15473333
7/21/2000,Loser,20000000,15464026,18250106
3/6/1998,Twilight,20000000,15055091,15055091
9/23/2009,Capitalism: A Love Story,20000000,14363397,19121531
4/13/2012,Lockout,20000000,14326865,33943049
8/29/2008,Disaster Movie,20000000,14190901,36720752
9/30/2011,What's Your Number?,20000000,14011084,30163785
11/14/1997,The Man Who Knew Too Little,20000000,13801755,13801755
4/17/2009,Crank 2: High Voltage,20000000,13684249,35472739
10/22/2015,Burnt,20000000,13651946,36766293
4/30/2004,Envy,20000000,13548322,14566246
10/13/2006,One Night with the King,20000000,13395961,13725032
10/21/1994,Bullets Over Broadway,20000000,13383747,13383747
9/19/2008,Ghost Town,20000000,13367624,29958228
11/22/2002,The Quiet American,20000000,12987647,26348203
2/19/2016,Triple 9,20000000,12639297,25943792
9/2/2016,The Light Between Oceans,20000000,12545979,22281732
10/28/2005,The Weather Man,20000000,12482775,15466961
8/23/2002,Undisputed,20000000,12398628,12398628
3/27/2009,12 Rounds,20000000,12234694,17306648
10/1/2010,Let Me In,20000000,12134935,28270399
5/6/1994,3 Ninjas Kick Back,20000000,11744960,11744960
2/22/2008,Be Kind Rewind,20000000,11175164,30894247
12/9/2005,Mrs. Henderson Presents,20000000,11036366,27836366
12/12/1997,Deconstructing Harry,20000000,10686841,10686841
10/22/1999,Three to Tango,20000000,10570375,10570375
12/15/1989,We're No Angels,20000000,10555348,10555348
12/6/1996,Everyone Says I Love You,20000000,9725847,34600000
8/31/2007,Death Sentence,20000000,9534258,16907831
6/3/2016,Popstar: Never Stop Never Stopping,20000000,9496130,9537120
10/27/2017,Thank You for Your Service,20000000,9479390,9985316
12/4/2009,Everybody's Fine,20000000,9208876,9208876
8/16/2019,Where’d You Go Bernadette,20000000,9198356,10840632
8/27/2004,Superbabies: Baby Geniuses 2,20000000,9109322,9355369
9/20/2013,Battle of the Year,20000000,8888355,16723377
4/15/2016,Ratchet and Clank,20000000,8813410,14365639
8/17/2007,Death at a Funeral,20000000,8580428,47289148
9/9/2005,The Man,20000000,8330720,10393696
1/5/2007,Code Name: The Cleaner,20000000,8135024,8135024
12/12/2014,Inherent Vice,20000000,8110975,14772346
4/16/2004,Connie and Carla,20000000,8047525,9649039
10/11/2013,Machete Kills,20000000,8008161,18273009
4/1/2069,Sweet Charity,20000000,8000000,8000000
2/24/2006,Doogal,20000000,7578946,28058652
9/16/2005,Proof,20000000,7535331,8284331
10/3/2008,An American Carol,20000000,7013191,7022183
3/14/2003,Willard,20000000,6882696,6882696
2/1/2008,Strange Wilderness,20000000,6575282,6947084
4/24/2015,Little Boy,20000000,6485961,17769299
12/17/1999,Topsy Turvy,20000000,6201757,7797344
10/25/2012,Chasing Mavericks,20000000,6002756,8300821
12/31/2014,A Most Violent Year,20000000,5749134,8869722
11/23/2011,A Dangerous Method,20000000,5702083,14807531
7/7/2006,A Scanner Darkly,20000000,5501616,7405084
8/14/2009,Bandslam,20000000,5210988,12967829
1/28/2005,Alone in the Dark,20000000,5178569,10588079
10/29/2004,Birth,20000000,5005899,14603001
8/26/2016,Hands of Stone,20000000,4712792,5031975
5/3/2019,Tolkien,20000000,4535154,8967531
10/24/2008,Passchendaele,20000000,4452423,4453327
10/3/2008,Flash of Genius,20000000,4442377,4504111
11/21/2007,I’m Not There,20000000,4017609,12397613
4/4/2012,The Cold Light of Day,20000000,3763583,25361206
5/15/2009,The Brothers Bloom,20000000,3531756,5531756
10/24/2008,Synecdoche New York,20000000,3083538,4383538
1/24/2020,The Last Full Measure,20000000,2949212,3321111
10/12/2018,Suspiria,20000000,2483472,7023292
11/3/2017,LBJ,20000000,2468683,2507181
10/29/1999,Mononoke-hime,20000000,2374107,150345863
3/19/2004,Bon Voyage,20000000,2353728,8359720
11/13/2015,My All-American,20000000,2246000,2246000
